Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,Credit score,Income
48.0,2,1.0,2,2,3,5053.0,13.0,2,0,682.0,51330.0
27.0,1,2.0,3,4,3,8540.0,21.0,5,0,648.0,50819.0
28.0,2,1.0,3,2,3,7500.0,35.0,1,0,668.0,38063.0
65.0,1,3.0,3,2,4,3528.0,35.0,5,1,500.0,44271.0
42.0,1,2.0,1,1,3,4739.0,22.0,5,1,622.0,29859.0
55.0,2,3.0,3,1,3,-1.0,53.0,2,0,711.0,41381.0
53.0,1,1.0,1,4,1,3440.0,17.0,4,0,632.0,50612.0
25.0,1,2.0,1,2,3,6618.0,54.0,2,0,634.0,38824.0
48.0,1,2.0,3,0,3,3418.0,21.0,3,0,750.0,28815.0
58.0,2,2.0,1,4,2,8050.0,56.0,4,1,550.0,30021.0
50.0,2,1.0,3,3,2,2315.0,-1.0,5,0,-1.0,44170.0
62.0,2,3.0,3,2,0,5874.0,29.0,1,0,738.0,53494.0
-1.0,1,3.0,3,2,4,6250.0,33.0,5,1,667.0,-1.0
26.0,2,2.0,3,2,4,3147.0,10.0,4,0,601.0,54318.0
32.0,0,2.0,2,4,0,5995.0,16.0,1,0,760.0,57288.0
61.0,1,1.0,3,3,2,2885.0,43.0,4,0,641.0,44836.0
-1.0,1,2.0,3,1,2,-1.0,15.0,4,0,525.0,-1.0
53.0,1,2.0,2,2,2,2994.0,55.0,5,1,667.0,24611.0
-1.0,2,-1.0,3,1,2,5996.0,52.0,4,0,767.0,25540.0
23.0,2,3.0,2,1,0,-1.0,20.0,4,0,763.0,61402.0
29.0,1,3.0,1,2,1,6448.0,32.0,3,1,-1.0,53994.0
34.0,2,1.0,1,2,3,8046.0,18.0,2,1,680.0,47625.0
58.0,2,2.0,3,1,2,6991.0,31.0,4,0,734.0,35391.0
41.0,2,3.0,1,2,0,1256.0,23.0,0,0,528.0,50243.0
65.0,2,3.0,2,3,1,7708.0,49.0,0,0,-1.0,66153.0
26.0,2,1.0,1,4,2,-1.0,45.0,3,0,604.0,30480.0
52.0,2,3.0,1,2,2,8151.0,11.0,0,1,635.0,20049.0
31.0,2,-1.0,1,4,2,6613.0,30.0,1,0,586.0,64822.0
56.0,1,1.0,3,3,2,7539.0,27.0,5,0,597.0,42017.0
45.0,1,3.0,3,1,1,8890.0,11.0,2,0,596.0,46211.0
65.0,2,3.0,1,2,1,4311.0,29.0,5,0,850.0,-1.0
37.0,2,3.0,2,3,1,5672.0,22.0,5,0,624.0,21643.0
30.0,1,3.0,1,2,3,7963.0,10.0,2,0,423.0,42715.0
24.0,0,3.0,2,0,1,6534.0,44.0,5,1,562.0,20014.0
63.0,1,2.0,2,0,1,8929.0,27.0,3,0,752.0,33445.0
-1.0,2,3.0,1,2,3,4520.0,58.0,4,1,707.0,36563.0
30.0,2,-1.0,1,1,2,4449.0,40.0,3,1,566.0,58706.0
25.0,1,2.0,3,0,1,3676.0,31.0,1,0,616.0,65740.0
25.0,1,3.0,3,4,2,4874.0,10.0,4,1,390.0,30480.0
39.0,2,1.0,1,3,1,9680.0,27.0,1,1,674.0,43786.0
-1.0,1,3.0,2,4,4,-1.0,44.0,2,1,618.0,35746.0
61.0,1,3.0,3,3,1,9033.0,31.0,5,0,659.0,62744.0
27.0,1,-1.0,2,4,4,6360.0,28.0,4,1,-1.0,32268.0
49.0,1,2.0,1,3,2,8093.0,31.0,1,1,616.0,-1.0
58.0,2,3.0,2,2,0,7332.0,23.0,4,1,606.0,25635.0
24.0,1,3.0,1,2,3,4992.0,15.0,3,1,654.0,24069.0
20.0,2,-1.0,3,3,1,6024.0,37.0,1,0,648.0,-1.0
58.0,2,3.0,3,2,1,3059.0,39.0,4,0,805.0,31356.0
40.0,2,1.0,3,1,2,2287.0,49.0,4,0,762.0,48794.0
26.0,2,3.0,1,3,1,9013.0,53.0,5,1,691.0,10000.0
29.0,2,1.0,3,1,1,7676.0,27.0,2,1,640.0,42091.0
46.0,2,3.0,0,1,1,6767.0,36.0,1,1,551.0,33079.0
63.0,2,3.0,2,3,2,4021.0,51.0,2,0,657.0,42183.0
59.0,1,-1.0,2,1,3,2695.0,22.0,3,0,-1.0,69854.0
44.0,2,-1.0,3,2,4,8126.0,14.0,2,1,660.0,23685.0
29.0,1,2.0,2,2,3,7827.0,9.0,1,0,782.0,31922.0
65.0,1,2.0,0,1,4,-1.0,54.0,5,1,568.0,19475.0
-1.0,1,1.0,3,1,1,6132.0,52.0,3,0,563.0,52169.0
59.0,1,3.0,3,4,3,11131.0,54.0,2,1,658.0,43870.0
40.0,1,3.0,2,4,4,4107.0,11.0,3,0,755.0,38793.0
59.0,2,2.0,2,2,1,14873.0,51.0,3,1,717.0,34064.0
48.0,1,3.0,3,2,1,6748.0,44.0,1,0,614.0,47282.0
30.0,2,2.0,1,3,3,2496.0,35.0,0,0,659.0,44776.0
28.0,1,1.0,3,3,4,8196.0,44.0,1,1,779.0,16867.0
50.0,0,2.0,1,4,4,-1.0,39.0,4,0,592.0,47399.0
24.0,0,2.0,2,0,1,3172.0,35.0,4,0,741.0,53517.0
-1.0,2,3.0,3,4,4,7283.0,48.0,0,0,634.0,41947.0
31.0,2,2.0,2,1,3,11483.0,13.0,3,1,553.0,-1.0
27.0,2,3.0,3,2,2,7967.0,25.0,3,1,592.0,43927.0
30.0,1,3.0,1,2,2,8933.0,37.0,3,1,720.0,29354.0
21.0,2,2.0,3,3,3,7255.0,16.0,2,1,550.0,31231.0
49.0,0,2.0,0,1,1,2003.0,42.0,1,1,507.0,21428.0
40.0,1,3.0,2,3,2,9236.0,15.0,2,1,746.0,10000.0
63.0,1,2.0,3,3,4,2591.0,-1.0,2,0,766.0,36885.0
35.0,2,1.0,1,3,4,6043.0,39.0,1,0,543.0,40912.0
65.0,1,1.0,3,4,1,8027.0,14.0,1,1,537.0,-1.0
25.0,1,1.0,2,1,0,4251.0,13.0,2,1,632.0,36026.0
38.0,1,2.0,3,2,1,3967.0,40.0,1,0,592.0,45393.0
27.0,2,2.0,1,4,4,-1.0,24.0,3,1,664.0,27921.0
58.0,2,1.0,2,3,3,10115.0,21.0,0,0,729.0,64926.0
56.0,2,1.0,2,1,1,4440.0,12.0,3,1,634.0,47636.0
-1.0,1,1.0,1,4,1,5331.0,52.0,5,1,603.0,17958.0
52.0,1,2.0,1,2,3,1824.0,39.0,0,0,628.0,38983.0
54.0,1,2.0,1,4,3,8830.0,28.0,3,0,717.0,53300.0
22.0,1,-1.0,2,0,2,12177.0,24.0,2,1,586.0,40378.0
40.0,1,3.0,1,1,2,1966.0,50.0,2,0,850.0,37083.0
-1.0,1,2.0,3,1,4,2786.0,25.0,3,0,730.0,48036.0
30.0,1,1.0,3,3,1,4803.0,18.0,3,1,534.0,27417.0
36.0,2,1.0,1,3,4,3230.0,47.0,1,0,587.0,32171.0
47.0,1,3.0,3,4,4,7419.0,31.0,5,1,692.0,14226.0
65.0,1,2.0,2,2,1,9044.0,53.0,4,1,499.0,14744.0
54.0,1,-1.0,3,3,2,8626.0,20.0,4,1,712.0,50840.0
35.0,1,2.0,0,4,3,12482.0,57.0,5,1,599.0,45847.0
50.0,1,3.0,3,3,2,5724.0,39.0,3,0,850.0,48763.0
53.0,1,1.0,1,3,4,8208.0,40.0,3,0,585.0,57362.0
-1.0,2,3.0,1,2,4,4673.0,20.0,3,0,759.0,57347.0
42.0,2,1.0,2,2,3,4146.0,10.0,2,1,662.0,35976.0
53.0,2,1.0,3,3,3,3374.0,19.0,4,0,655.0,42055.0
40.0,1,1.0,3,4,2,7868.0,47.0,1,0,521.0,58918.0
30.0,2,1.0,1,2,4,6130.0,26.0,3,0,675.0,56908.0
60.0,0,1.0,3,2,0,-1.0,19.0,4,1,562.0,55226.0
32.0,2,-1.0,2,3,2,-1.0,44.0,0,1,657.0,28011.0
20.0,0,2.0,3,3,4,820.0,53.0,5,0,796.0,40057.0
63.0,2,3.0,3,1,3,6876.0,13.0,1,0,-1.0,52703.0
-1.0,2,2.0,3,2,4,4169.0,42.0,3,1,-1.0,29200.0
47.0,1,3.0,1,0,2,1593.0,30.0,3,0,623.0,35149.0
41.0,2,2.0,3,1,3,820.0,36.0,2,0,589.0,45205.0
36.0,2,3.0,1,1,1,8605.0,31.0,1,0,676.0,-1.0
34.0,2,2.0,1,1,4,850.0,15.0,2,0,585.0,40274.0
34.0,2,-1.0,2,1,1,2391.0,25.0,0,0,754.0,-1.0
38.0,2,-1.0,1,4,3,7026.0,56.0,3,1,715.0,13252.0
43.0,1,2.0,3,4,3,4779.0,47.0,1,0,744.0,54802.0
48.0,1,3.0,2,0,3,11418.0,17.0,3,0,528.0,34169.0
23.0,2,-1.0,2,3,4,5523.0,31.0,3,0,705.0,-1.0
33.0,1,3.0,2,4,1,8454.0,15.0,4,1,606.0,29088.0
38.0,2,1.0,0,4,0,9024.0,33.0,5,1,610.0,20186.0
39.0,2,3.0,0,3,4,1306.0,22.0,4,0,721.0,34131.0
61.0,2,2.0,1,2,2,3002.0,12.0,5,0,850.0,59424.0
56.0,1,1.0,0,1,4,6069.0,19.0,4,0,697.0,44595.0
57.0,2,2.0,2,0,0,10948.0,46.0,1,1,434.0,23312.0
28.0,2,2.0,1,4,0,7953.0,38.0,0,0,595.0,58233.0
62.0,2,1.0,1,1,3,7950.0,32.0,3,1,568.0,65182.0
54.0,1,1.0,1,0,2,3910.0,53.0,3,1,519.0,37148.0
49.0,2,2.0,0,2,2,-1.0,14.0,4,0,755.0,44449.0
40.0,2,2.0,2,4,4,10411.0,-1.0,2,1,800.0,33190.0
57.0,2,1.0,2,2,4,2545.0,9.0,0,0,759.0,24804.0
53.0,1,2.0,1,0,0,6339.0,21.0,5,1,709.0,41031.0
49.0,1,3.0,2,1,1,6978.0,15.0,3,1,505.0,59308.0
47.0,1,3.0,3,3,2,10220.0,29.0,3,0,546.0,42879.0
-1.0,1,3.0,0,3,1,3077.0,16.0,4,0,669.0,34983.0
33.0,1,2.0,1,1,0,-1.0,38.0,1,1,496.0,28094.0
51.0,2,3.0,1,4,2,7606.0,46.0,0,0,657.0,56329.0
59.0,1,1.0,3,1,3,6223.0,37.0,1,0,678.0,54792.0
23.0,1,1.0,2,2,1,8896.0,41.0,5,1,601.0,45035.0
-1.0,1,1.0,1,2,3,3510.0,56.0,0,1,717.0,30523.0
33.0,2,1.0,1,2,4,6803.0,39.0,5,1,515.0,10000.0
63.0,2,3.0,2,2,1,8765.0,55.0,0,1,556.0,40850.0
53.0,1,2.0,1,0,0,9401.0,55.0,4,1,544.0,31639.0
32.0,2,1.0,2,3,1,5558.0,10.0,1,0,708.0,21775.0
53.0,1,1.0,1,0,4,2732.0,27.0,3,0,850.0,45561.0
47.0,0,2.0,1,3,3,7567.0,33.0,3,0,850.0,52217.0
28.0,2,1.0,1,1,4,4934.0,24.0,4,1,526.0,62977.0
36.0,1,2.0,2,4,4,923.0,38.0,3,0,728.0,21797.0
37.0,1,2.0,3,1,2,5656.0,49.0,0,0,796.0,35935.0
26.0,2,3.0,3,4,1,6183.0,35.0,4,0,586.0,48716.0
59.0,2,-1.0,3,4,3,1966.0,49.0,5,0,825.0,61190.0
40.0,0,3.0,2,3,3,3357.0,15.0,2,0,608.0,39691.0
52.0,0,3.0,3,3,0,-1.0,58.0,2,1,769.0,26325.0
32.0,1,2.0,2,3,2,4641.0,-1.0,1,0,608.0,36574.0
37.0,2,2.0,0,4,1,6831.0,46.0,3,1,522.0,30040.0
64.0,1,-1.0,0,1,2,2813.0,13.0,5,0,605.0,41052.0
22.0,1,3.0,1,3,3,6719.0,49.0,4,0,669.0,28036.0
49.0,1,2.0,1,4,2,500.0,11.0,5,0,661.0,25462.0
47.0,2,2.0,1,1,1,5954.0,49.0,4,1,610.0,44201.0
25.0,1,1.0,2,3,2,-1.0,36.0,4,0,715.0,67258.0
34.0,1,3.0,2,4,4,5548.0,24.0,4,1,-1.0,57182.0
55.0,1,3.0,2,3,2,5099.0,50.0,4,0,565.0,50569.0
49.0,2,2.0,2,1,4,9084.0,59.0,4,1,722.0,44086.0
48.0,2,3.0,2,1,1,5855.0,50.0,5,1,666.0,29121.0
55.0,2,-1.0,3,1,1,5934.0,41.0,2,0,641.0,30841.0
63.0,2,2.0,2,4,2,5310.0,21.0,0,1,710.0,33572.0
60.0,1,-1.0,2,1,3,8929.0,18.0,1,0,675.0,51586.0
33.0,2,2.0,1,2,2,8422.0,26.0,5,1,554.0,24568.0
65.0,0,3.0,3,3,4,2736.0,8.0,4,0,619.0,40089.0
49.0,2,2.0,0,2,3,6130.0,14.0,3,0,641.0,44517.0
-1.0,2,3.0,2,4,1,4351.0,23.0,1,0,780.0,38576.0
-1.0,1,3.0,2,0,2,8192.0,33.0,3,1,600.0,23823.0
22.0,1,3.0,3,2,3,3946.0,48.0,5,1,671.0,24950.0
26.0,0,3.0,2,1,4,-1.0,26.0,4,0,649.0,45911.0
60.0,1,2.0,2,0,4,5712.0,19.0,4,1,704.0,36233.0
21.0,1,2.0,1,2,2,9726.0,26.0,3,1,587.0,10302.0
37.0,0,3.0,1,3,4,4589.0,53.0,1,0,759.0,40967.0
37.0,2,3.0,1,4,2,3928.0,41.0,1,1,755.0,37661.0
59.0,2,1.0,3,4,2,6859.0,19.0,3,1,519.0,27593.0
59.0,2,2.0,2,3,2,9332.0,21.0,4,1,626.0,14034.0
27.0,1,3.0,3,1,4,9573.0,51.0,0,0,574.0,48224.0
59.0,2,3.0,3,3,3,4979.0,37.0,1,0,635.0,39584.0
61.0,1,3.0,2,3,3,6286.0,38.0,4,1,676.0,51369.0
54.0,1,1.0,1,2,1,8354.0,30.0,5,0,583.0,31586.0
28.0,2,1.0,2,4,2,-1.0,52.0,4,1,416.0,21665.0
44.0,1,3.0,3,2,2,10788.0,27.0,3,1,532.0,26058.0
23.0,1,1.0,1,4,3,11574.0,21.0,3,0,545.0,75015.0
59.0,1,3.0,2,2,0,5733.0,45.0,1,0,791.0,54315.0
27.0,2,1.0,3,4,2,2360.0,-1.0,4,1,617.0,30775.0
40.0,2,3.0,2,1,2,2311.0,48.0,1,1,534.0,42218.0
29.0,2,2.0,0,1,1,4701.0,34.0,2,1,633.0,11781.0
25.0,2,3.0,1,3,4,500.0,19.0,1,0,652.0,47803.0
61.0,2,2.0,3,2,4,6381.0,54.0,5,0,533.0,37154.0
24.0,1,2.0,1,3,4,3782.0,50.0,3,0,550.0,61285.0
42.0,2,3.0,3,1,3,7861.0,34.0,1,1,515.0,37336.0
50.0,1,-1.0,0,2,4,6475.0,12.0,3,0,560.0,55315.0
-1.0,2,3.0,1,4,4,3280.0,16.0,4,1,635.0,19346.0
37.0,1,3.0,0,4,1,6802.0,37.0,4,0,-1.0,38076.0
30.0,2,1.0,1,1,2,8187.0,41.0,0,0,819.0,44549.0
44.0,1,3.0,2,1,1,7925.0,46.0,5,0,549.0,24601.0
54.0,1,1.0,3,4,4,5847.0,37.0,5,0,716.0,35126.0
56.0,2,2.0,3,4,1,4929.0,32.0,2,0,730.0,35488.0
38.0,2,3.0,2,3,2,10251.0,10.0,4,1,557.0,10000.0
47.0,1,1.0,0,2,3,8515.0,41.0,4,0,-1.0,44812.0
25.0,2,3.0,1,1,1,10597.0,13.0,2,1,680.0,50620.0
25.0,2,3.0,3,2,4,4062.0,-1.0,2,1,774.0,37379.0
28.0,2,1.0,1,3,2,898.0,17.0,1,0,611.0,38749.0
39.0,1,1.0,0,2,1,2860.0,43.0,5,0,705.0,48207.0
62.0,2,2.0,1,1,4,5395.0,32.0,1,0,745.0,33099.0
50.0,2,1.0,0,2,3,4576.0,29.0,5,1,690.0,36255.0
26.0,1,3.0,2,1,3,2592.0,43.0,2,1,704.0,46796.0
52.0,2,-1.0,1,0,4,2290.0,-1.0,5,1,569.0,52057.0
40.0,2,1.0,2,1,3,11681.0,33.0,4,1,742.0,38308.0
-1.0,1,1.0,2,3,4,6070.0,-1.0,2,0,542.0,41489.0
-1.0,2,3.0,3,2,1,6215.0,24.0,3,1,471.0,22874.0
30.0,1,3.0,0,2,4,5237.0,26.0,5,0,696.0,42168.0
52.0,2,2.0,1,4,2,8400.0,40.0,4,1,506.0,40428.0
56.0,2,2.0,2,3,3,5602.0,59.0,1,1,472.0,58385.0
55.0,2,-1.0,2,1,0,7541.0,-1.0,2,1,615.0,10000.0
45.0,0,3.0,2,0,3,7542.0,18.0,2,0,770.0,46254.0
39.0,0,3.0,0,1,4,3841.0,21.0,1,0,808.0,65025.0
21.0,1,3.0,2,3,2,6572.0,39.0,4,1,414.0,42825.0
35.0,0,1.0,1,3,0,895.0,38.0,2,1,-1.0,42139.0
23.0,1,1.0,2,2,1,4116.0,-1.0,0,1,-1.0,30014.0
-1.0,1,1.0,2,1,1,3759.0,31.0,2,0,596.0,36619.0
37.0,1,1.0,2,2,4,8920.0,37.0,3,0,790.0,55818.0
31.0,2,1.0,2,3,0,9750.0,33.0,4,0,662.0,-1.0
35.0,2,3.0,2,3,4,5404.0,13.0,2,1,597.0,60843.0
35.0,1,3.0,2,0,2,13062.0,26.0,2,1,660.0,38508.0
41.0,2,2.0,2,2,1,5878.0,48.0,5,1,569.0,27220.0
55.0,2,1.0,3,3,4,4759.0,27.0,4,0,509.0,42566.0
36.0,2,2.0,3,4,2,11735.0,13.0,1,1,737.0,43666.0
29.0,1,2.0,1,4,2,3975.0,24.0,1,1,-1.0,23057.0
37.0,1,2.0,2,1,0,10963.0,-1.0,5,1,436.0,-1.0
54.0,1,3.0,3,2,3,9135.0,46.0,5,0,639.0,61775.0
28.0,1,2.0,3,4,3,7393.0,47.0,2,1,621.0,14236.0
65.0,2,1.0,1,2,4,4288.0,12.0,3,0,706.0,38214.0
48.0,2,2.0,3,2,2,7848.0,29.0,0,1,644.0,18848.0
32.0,2,3.0,1,4,3,8305.0,37.0,5,1,751.0,16856.0
28.0,1,1.0,1,3,3,4171.0,49.0,5,0,624.0,33213.0
50.0,2,2.0,3,4,2,4684.0,12.0,2,0,-1.0,29950.0
-1.0,1,3.0,2,4,4,4457.0,38.0,5,1,452.0,40295.0
20.0,2,1.0,1,1,2,2204.0,53.0,1,0,784.0,23678.0
53.0,1,2.0,1,3,1,7558.0,47.0,3,1,573.0,39233.0
40.0,2,3.0,3,1,1,5652.0,50.0,1,0,655.0,44197.0
57.0,0,3.0,3,1,4,500.0,19.0,1,0,551.0,33789.0
28.0,1,3.0,1,1,0,2797.0,-1.0,2,0,640.0,45036.0
34.0,2,1.0,3,1,1,4480.0,23.0,3,0,777.0,51523.0
32.0,2,3.0,1,1,2,4620.0,53.0,3,0,685.0,-1.0
28.0,1,1.0,0,3,2,9347.0,35.0,5,1,526.0,21943.0
22.0,2,2.0,2,4,0,2594.0,43.0,2,0,654.0,47808.0
64.0,1,2.0,1,2,4,3088.0,48.0,4,0,784.0,46201.0
-1.0,2,1.0,1,1,1,7526.0,15.0,5,1,508.0,52705.0
-1.0,1,2.0,1,3,4,5242.0,44.0,1,1,636.0,46322.0
65.0,2,2.0,3,2,2,6231.0,30.0,0,1,555.0,38718.0
20.0,2,1.0,1,0,1,5868.0,30.0,5,1,773.0,38938.0
22.0,1,3.0,3,0,1,6358.0,50.0,0,0,662.0,-1.0
22.0,1,1.0,2,2,4,6205.0,27.0,0,0,714.0,38456.0
52.0,2,1.0,3,3,1,5425.0,40.0,1,0,597.0,62001.0
44.0,1,3.0,1,1,3,500.0,30.0,2,0,761.0,21940.0
34.0,1,3.0,2,2,2,8588.0,11.0,5,1,575.0,44341.0
61.0,1,2.0,3,2,3,6286.0,-1.0,2,1,568.0,25309.0
45.0,2,2.0,1,2,3,5872.0,24.0,1,1,480.0,-1.0
46.0,2,1.0,3,3,1,9683.0,11.0,2,1,620.0,-1.0
26.0,1,3.0,0,2,1,8951.0,14.0,2,1,652.0,17679.0
33.0,2,2.0,3,3,0,11753.0,38.0,3,1,518.0,24442.0
61.0,2,3.0,2,2,3,6684.0,59.0,2,1,575.0,-1.0
50.0,1,1.0,2,1,3,2052.0,9.0,3,0,633.0,36601.0
55.0,1,2.0,1,1,3,10494.0,20.0,2,1,563.0,31362.0
30.0,2,1.0,1,4,2,3156.0,33.0,4,0,729.0,24646.0
33.0,2,2.0,2,2,3,2352.0,14.0,5,0,778.0,47300.0
31.0,1,2.0,2,4,3,5743.0,20.0,5,1,382.0,24157.0
36.0,1,1.0,2,3,3,4635.0,-1.0,4,0,631.0,44808.0
29.0,2,3.0,2,2,1,6162.0,31.0,0,1,-1.0,50682.0
25.0,2,3.0,1,3,4,9879.0,24.0,0,1,780.0,18407.0
25.0,1,3.0,3,2,1,7102.0,50.0,1,1,689.0,49608.0
65.0,2,2.0,1,3,3,10226.0,19.0,3,1,685.0,43292.0
27.0,2,3.0,3,3,0,8646.0,53.0,2,1,606.0,10000.0
65.0,0,1.0,3,0,3,3535.0,25.0,2,1,-1.0,34878.0
42.0,1,2.0,3,4,3,4982.0,45.0,0,0,785.0,57889.0
27.0,2,2.0,3,4,2,3474.0,20.0,0,1,605.0,11834.0
-1.0,0,3.0,1,4,2,7580.0,59.0,5,1,606.0,25102.0
22.0,1,1.0,3,2,0,542.0,50.0,2,0,801.0,45010.0
59.0,1,1.0,3,3,2,8781.0,29.0,0,1,778.0,55655.0
-1.0,1,3.0,2,2,3,6524.0,16.0,2,0,678.0,39112.0
41.0,2,3.0,3,2,2,7475.0,31.0,1,0,689.0,15783.0
45.0,1,1.0,3,3,1,7333.0,26.0,3,1,714.0,29526.0
55.0,2,1.0,3,2,2,3426.0,24.0,3,0,677.0,41707.0
33.0,2,3.0,2,3,1,8915.0,14.0,1,1,565.0,25071.0
48.0,2,3.0,0,2,3,8329.0,51.0,3,1,800.0,35682.0
49.0,2,3.0,1,0,2,500.0,16.0,3,0,-1.0,54207.0
32.0,2,1.0,3,2,1,-1.0,20.0,5,1,523.0,37993.0
29.0,1,1.0,2,3,4,8479.0,37.0,4,1,731.0,41030.0
40.0,0,2.0,2,2,1,7607.0,53.0,1,0,794.0,43689.0
27.0,2,1.0,1,1,3,5671.0,21.0,4,0,850.0,37282.0
54.0,2,2.0,1,1,2,5766.0,28.0,5,0,773.0,34948.0
52.0,2,3.0,1,4,4,7816.0,50.0,1,0,782.0,46745.0
55.0,1,3.0,3,2,3,5097.0,8.0,4,0,643.0,43141.0
50.0,2,1.0,1,3,1,6668.0,-1.0,5,1,622.0,51134.0
46.0,1,3.0,3,2,3,3417.0,46.0,4,0,529.0,-1.0
60.0,2,2.0,1,4,0,5780.0,40.0,3,0,794.0,61855.0
37.0,1,2.0,2,1,2,7142.0,34.0,2,1,548.0,37434.0
60.0,2,3.0,3,3,4,500.0,27.0,0,0,666.0,42112.0
20.0,1,3.0,2,3,3,7528.0,32.0,1,1,800.0,36904.0
40.0,1,3.0,2,1,1,5621.0,35.0,5,1,443.0,22640.0
46.0,1,2.0,2,2,3,3610.0,42.0,2,1,-1.0,45852.0
-1.0,1,3.0,3,3,0,4227.0,13.0,2,0,665.0,59434.0
42.0,2,-1.0,0,4,2,11429.0,54.0,2,0,816.0,40789.0
52.0,1,3.0,3,1,2,6118.0,-1.0,2,1,625.0,35768.0
52.0,1,3.0,2,3,1,5986.0,20.0,1,0,493.0,46359.0
44.0,1,2.0,2,3,3,4259.0,28.0,2,1,750.0,32503.0
60.0,1,3.0,1,2,1,3312.0,28.0,2,0,591.0,49210.0
36.0,1,1.0,3,4,2,13514.0,54.0,1,1,624.0,41924.0
27.0,1,1.0,2,4,3,6438.0,36.0,1,1,700.0,43483.0
59.0,1,1.0,1,1,1,4485.0,19.0,3,1,635.0,33914.0
64.0,1,2.0,3,3,4,5430.0,53.0,2,1,562.0,26271.0
-1.0,2,2.0,2,4,2,-1.0,31.0,1,1,692.0,41791.0
39.0,2,-1.0,2,1,3,5206.0,29.0,5,0,633.0,46575.0
37.0,1,3.0,1,2,4,7791.0,30.0,3,1,625.0,-1.0
42.0,2,2.0,1,2,0,7571.0,21.0,2,1,735.0,39865.0
40.0,0,2.0,0,3,4,5737.0,22.0,5,0,593.0,33530.0
36.0,2,3.0,1,0,1,6191.0,54.0,1,1,660.0,30695.0
-1.0,2,-1.0,3,0,2,2630.0,45.0,0,0,742.0,54499.0
27.0,2,3.0,1,4,3,6813.0,26.0,3,0,-1.0,63415.0
32.0,1,1.0,1,0,1,6168.0,44.0,0,0,768.0,42556.0
32.0,1,3.0,3,4,2,6328.0,17.0,4,1,766.0,26214.0
56.0,2,3.0,1,2,3,4733.0,41.0,3,1,461.0,26499.0
54.0,2,1.0,1,0,3,9790.0,29.0,4,0,682.0,53850.0
22.0,1,2.0,1,3,4,8560.0,18.0,4,0,691.0,58207.0
23.0,1,3.0,2,1,2,500.0,8.0,3,0,550.0,50630.0
26.0,1,2.0,2,0,4,5505.0,25.0,2,1,659.0,33905.0
53.0,2,3.0,2,0,2,5226.0,24.0,4,1,478.0,32593.0
55.0,1,2.0,1,1,1,7120.0,51.0,3,1,360.0,31519.0
49.0,0,1.0,3,1,2,4324.0,41.0,5,1,513.0,-1.0
40.0,1,3.0,0,3,2,5357.0,44.0,1,1,462.0,22624.0
63.0,1,2.0,3,4,1,-1.0,14.0,5,1,507.0,21802.0
45.0,1,2.0,1,2,4,5847.0,31.0,5,0,751.0,45980.0
63.0,1,1.0,1,2,0,5596.0,10.0,2,1,659.0,24410.0
52.0,1,2.0,2,1,0,5798.0,18.0,2,1,-1.0,45996.0
62.0,2,3.0,2,3,3,7477.0,12.0,5,0,-1.0,30172.0
54.0,1,2.0,3,1,0,4117.0,54.0,2,0,617.0,34536.0
34.0,2,3.0,3,2,4,10075.0,38.0,2,1,584.0,40363.0
60.0,0,1.0,2,2,1,500.0,9.0,5,0,499.0,46677.0
35.0,1,1.0,2,3,2,4421.0,15.0,1,0,650.0,35834.0
39.0,2,1.0,3,4,1,9841.0,27.0,5,1,635.0,36054.0
60.0,1,3.0,3,2,1,8170.0,-1.0,2,0,677.0,35017.0
63.0,1,3.0,2,4,4,12629.0,55.0,1,1,518.0,10000.0
62.0,2,2.0,2,2,3,-1.0,-1.0,1,0,744.0,36226.0
36.0,2,3.0,1,4,3,5635.0,18.0,1,1,-1.0,22720.0
40.0,1,3.0,1,3,4,8322.0,34.0,1,1,563.0,25852.0
-1.0,2,3.0,2,1,4,5419.0,-1.0,2,1,693.0,22409.0
46.0,1,2.0,2,0,4,6681.0,46.0,0,1,782.0,14822.0
26.0,1,1.0,3,2,4,6183.0,-1.0,1,1,497.0,14207.0
-1.0,0,-1.0,1,2,2,4635.0,10.0,3,0,605.0,42026.0
34.0,1,1.0,3,4,0,4895.0,12.0,4,0,691.0,41992.0
21.0,1,3.0,1,1,2,5179.0,24.0,3,0,725.0,32369.0
37.0,1,3.0,3,2,2,8182.0,27.0,4,1,586.0,20835.0
23.0,2,3.0,1,2,1,7064.0,44.0,5,1,771.0,21822.0
34.0,2,-1.0,3,2,3,6481.0,43.0,5,1,706.0,32012.0
39.0,1,2.0,1,4,1,7991.0,27.0,4,1,522.0,50042.0
54.0,2,-1.0,1,2,3,1642.0,15.0,1,0,711.0,37512.0
30.0,1,-1.0,2,2,4,4798.0,12.0,0,0,706.0,54826.0
62.0,1,2.0,3,1,3,3254.0,20.0,0,0,770.0,25194.0
62.0,1,2.0,2,2,1,9655.0,25.0,4,1,618.0,30544.0
40.0,1,1.0,1,1,1,9688.0,23.0,3,1,523.0,35005.0
34.0,1,1.0,1,0,1,8187.0,16.0,5,1,524.0,39679.0
32.0,2,3.0,2,1,1,6069.0,32.0,4,0,670.0,60488.0
55.0,2,3.0,3,4,1,-1.0,27.0,4,1,458.0,22271.0
26.0,2,1.0,0,2,3,9061.0,15.0,4,1,443.0,10000.0
