Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,Credit score,Income
59,male,3,rent,none,none,4979,37,business,good,635,39584
61,female,3,own,none,none,6286,38,furniture/equipment,bad,676,51369
54,female,1,free,moderate,little,8354,30,radio/TV,good,583,31586
28,male,1,own,rich,moderate,NA,52,furniture/equipment,bad,416,21665
44,female,3,rent,moderate,moderate,10788,27,education,bad,532,26058
23,female,1,free,rich,none,11574,21,education,good,545,75015
59,female,3,own,moderate,NA,5733,45,business,good,791,54315
27,male,1,rent,rich,moderate,2360,NA,furniture/equipment,bad,617,30775
40,male,3,own,little,moderate,2311,48,business,bad,534,42218
29,male,2,NA,little,little,4701,34,car,bad,633,11781
25,male,3,free,none,rich,500,19,business,good,652,47803
61,male,2,rent,moderate,rich,6381,54,radio/TV,good,533,37154
24,female,2,free,none,rich,3782,50,education,good,550,61285
42,male,3,rent,little,none,7861,34,business,bad,515,37336
50,female,NA,NA,moderate,rich,6475,12,education,good,560,55315
NA,male,3,free,rich,rich,3280,16,furniture/equipment,bad,635,19346
37,female,3,NA,rich,little,6802,37,furniture/equipment,good,NA,38076
30,male,1,free,little,moderate,8187,41,NA,good,819,44549
44,female,3,own,little,little,7925,46,radio/TV,good,549,24601
54,female,1,rent,rich,rich,5847,37,radio/TV,good,716,35126
56,male,2,rent,rich,little,4929,32,car,good,730,35488
38,male,3,own,none,moderate,10251,10,furniture/equipment,bad,557,10000
47,female,1,NA,moderate,none,8515,41,furniture/equipment,good,NA,44812
25,male,3,free,little,little,10597,13,car,bad,680,50620
25,male,3,rent,moderate,rich,4062,NA,car,bad,774,37379
28,male,1,free,none,moderate,898,17,business,good,611,38749
39,female,1,NA,moderate,little,2860,43,radio/TV,good,705,48207
62,male,2,free,little,rich,5395,32,business,good,745,33099
50,male,1,NA,moderate,none,4576,29,radio/TV,bad,690,36255
26,female,3,own,little,none,2592,43,car,bad,704,46796
52,male,NA,free,NA,rich,2290,NA,radio/TV,bad,569,52057
40,male,1,own,little,none,11681,33,furniture/equipment,bad,742,38308
NA,female,1,own,none,rich,6070,NA,car,good,542,41489
NA,male,3,rent,moderate,little,6215,24,education,bad,471,22874
30,female,3,NA,moderate,rich,5237,26,radio/TV,good,696,42168
52,male,2,free,rich,moderate,8400,40,furniture/equipment,bad,506,40428
56,male,2,own,none,none,5602,59,business,bad,472,58385
55,male,NA,own,little,NA,7541,NA,car,bad,615,10000
45,NA,3,own,NA,none,7542,18,car,good,770,46254
39,NA,3,NA,little,rich,3841,21,business,good,808,65025
21,female,3,own,none,moderate,6572,39,furniture/equipment,bad,414,42825
35,NA,1,free,none,NA,895,38,car,bad,NA,42139
23,female,1,own,moderate,little,4116,NA,NA,bad,NA,30014
NA,female,1,own,little,little,3759,31,car,good,596,36619
37,female,1,own,moderate,rich,8920,37,education,good,790,55818
31,male,1,own,none,NA,9750,33,furniture/equipment,good,662,NA
35,male,3,own,none,rich,5404,13,car,bad,597,60843
35,female,3,own,NA,moderate,13062,26,car,bad,660,38508
41,male,2,own,moderate,little,5878,48,radio/TV,bad,569,27220
55,male,1,rent,none,rich,4759,27,furniture/equipment,good,509,42566
36,male,2,rent,rich,moderate,11735,13,business,bad,737,43666
29,female,2,free,rich,moderate,3975,24,business,bad,NA,23057
37,female,2,own,little,NA,10963,NA,radio/TV,bad,436,NA
54,female,3,rent,moderate,none,9135,46,radio/TV,good,639,61775
28,female,2,rent,rich,none,7393,47,car,bad,621,14236
65,male,1,free,moderate,rich,4288,12,education,good,706,38214
48,male,2,rent,moderate,moderate,7848,29,NA,bad,644,18848
32,male,3,free,rich,none,8305,37,radio/TV,bad,751,16856
28,female,1,free,none,none,4171,49,radio/TV,good,624,33213
50,male,2,rent,rich,moderate,4684,12,car,good,NA,29950
NA,female,3,own,rich,rich,4457,38,radio/TV,bad,452,40295
20,male,1,free,little,moderate,2204,53,business,good,784,23678
53,female,2,free,none,little,7558,47,education,bad,573,39233
40,male,3,rent,little,little,5652,50,business,good,655,44197
57,NA,3,rent,little,rich,500,19,business,good,551,33789
28,female,3,free,little,NA,2797,NA,car,good,640,45036
34,male,1,rent,little,little,4480,23,education,good,777,51523
32,male,3,free,little,moderate,4620,53,education,good,685,NA
28,female,1,NA,none,moderate,9347,35,radio/TV,bad,526,21943
22,male,2,own,rich,NA,2594,43,car,good,654,47808
64,female,2,free,moderate,rich,3088,48,furniture/equipment,good,784,46201
NA,male,1,free,little,little,7526,15,radio/TV,bad,508,52705
NA,female,2,free,none,rich,5242,44,business,bad,636,46322
65,male,2,rent,moderate,moderate,6231,30,NA,bad,555,38718
20,male,1,free,NA,little,5868,30,radio/TV,bad,773,38938
22,female,3,rent,NA,little,6358,50,NA,good,662,NA
22,female,1,own,moderate,rich,6205,27,NA,good,714,38456
52,male,1,rent,none,little,5425,40,business,good,597,62001
44,female,3,free,little,none,500,30,car,good,761,21940
34,female,3,own,moderate,moderate,8588,11,radio/TV,bad,575,44341
61,female,2,rent,moderate,none,6286,NA,car,bad,568,25309
45,male,2,free,moderate,none,5872,24,business,bad,480,NA
46,male,1,rent,none,little,9683,11,car,bad,620,NA
26,female,3,NA,moderate,little,8951,14,car,bad,652,17679
33,male,2,rent,none,NA,11753,38,education,bad,518,24442
61,male,3,own,moderate,none,6684,59,car,bad,575,NA
50,female,1,own,little,none,2052,9,education,good,633,36601
55,female,2,free,little,none,10494,20,car,bad,563,31362
30,male,1,free,rich,moderate,3156,33,furniture/equipment,good,729,24646
33,male,2,own,moderate,none,2352,14,radio/TV,good,778,47300
31,female,2,own,rich,none,5743,20,radio/TV,bad,382,24157
36,female,1,own,none,none,4635,NA,furniture/equipment,good,631,44808
29,male,3,own,moderate,little,6162,31,NA,bad,NA,50682
25,male,3,free,none,rich,9879,24,NA,bad,780,18407
25,female,3,rent,moderate,little,7102,50,business,bad,689,49608
65,male,2,free,none,none,10226,19,education,bad,685,43292
27,male,3,rent,none,NA,8646,53,car,bad,606,10000
65,NA,1,rent,NA,none,3535,25,car,bad,NA,34878
42,female,2,rent,rich,none,4982,45,NA,good,785,57889
27,male,2,rent,rich,moderate,3474,20,NA,bad,605,11834
NA,NA,3,free,rich,moderate,7580,59,radio/TV,bad,606,25102
22,female,1,rent,moderate,NA,542,50,car,good,801,45010
59,female,1,rent,none,moderate,8781,29,NA,bad,778,55655
NA,female,3,own,moderate,none,6524,16,car,good,678,39112
41,male,3,rent,moderate,moderate,7475,31,business,good,689,15783
45,female,1,rent,none,little,7333,26,education,bad,714,29526
55,male,1,rent,moderate,moderate,3426,24,education,good,677,41707
33,male,3,own,none,little,8915,14,business,bad,565,25071
48,male,3,NA,moderate,none,8329,51,education,bad,800,35682
49,male,3,free,NA,moderate,500,16,education,good,NA,54207
32,male,1,rent,moderate,little,NA,20,radio/TV,bad,523,37993
29,female,1,own,none,rich,8479,37,furniture/equipment,bad,731,41030
40,NA,2,own,moderate,little,7607,53,business,good,794,43689
27,male,1,free,little,none,5671,21,furniture/equipment,good,850,37282
54,male,2,free,little,moderate,5766,28,radio/TV,good,773,34948
52,male,3,free,rich,rich,7816,50,business,good,782,46745
55,female,3,rent,moderate,none,5097,8,furniture/equipment,good,643,43141
50,male,1,free,none,little,6668,NA,radio/TV,bad,622,51134
46,female,3,rent,moderate,none,3417,46,furniture/equipment,good,529,NA
60,male,2,free,rich,NA,5780,40,education,good,794,61855
37,female,2,own,little,moderate,7142,34,car,bad,548,37434
60,male,3,rent,none,rich,500,27,NA,good,666,42112
20,female,3,own,none,none,7528,32,business,bad,800,36904
40,female,3,own,little,little,5621,35,radio/TV,bad,443,22640
46,female,2,own,moderate,none,3610,42,car,bad,NA,45852
NA,female,3,rent,none,NA,4227,13,car,good,665,59434
42,male,NA,NA,rich,moderate,11429,54,car,good,816,40789
52,female,3,rent,little,moderate,6118,NA,car,bad,625,35768
52,female,3,own,none,little,5986,20,business,good,493,46359
44,female,2,own,none,none,4259,28,car,bad,750,32503
60,female,3,free,moderate,little,3312,28,car,good,591,49210
36,female,1,rent,rich,moderate,13514,54,business,bad,624,41924
27,female,1,own,rich,none,6438,36,business,bad,700,43483
59,female,1,free,little,little,4485,19,education,bad,635,33914
64,female,2,rent,none,rich,5430,53,car,bad,562,26271
NA,male,2,own,rich,moderate,NA,31,business,bad,692,41791
39,male,NA,own,little,none,5206,29,radio/TV,good,633,46575
37,female,3,free,moderate,rich,7791,30,education,bad,625,NA
42,male,2,free,moderate,NA,7571,21,car,bad,735,39865
40,NA,2,NA,none,rich,5737,22,radio/TV,good,593,33530
36,male,3,free,NA,little,6191,54,business,bad,660,30695
NA,male,NA,rent,NA,moderate,2630,45,NA,good,742,54499
27,male,3,free,rich,none,6813,26,education,good,NA,63415
32,female,1,free,NA,little,6168,44,NA,good,768,42556
32,female,3,rent,rich,moderate,6328,17,furniture/equipment,bad,766,26214
56,male,3,free,moderate,none,4733,41,education,bad,461,26499
54,male,1,free,NA,none,9790,29,furniture/equipment,good,682,53850
22,female,2,free,none,rich,8560,18,furniture/equipment,good,691,58207
23,female,3,own,little,moderate,500,8,education,good,550,50630
26,female,2,own,NA,rich,5505,25,car,bad,659,33905
53,male,3,own,NA,moderate,5226,24,furniture/equipment,bad,478,32593
55,female,2,free,little,little,7120,51,education,bad,360,31519
49,NA,1,rent,little,moderate,4324,41,radio/TV,bad,513,NA
40,female,3,NA,none,moderate,5357,44,business,bad,462,22624
63,female,2,rent,rich,little,NA,14,radio/TV,bad,507,21802
45,female,2,free,moderate,rich,5847,31,radio/TV,good,751,45980
63,female,1,free,moderate,NA,5596,10,car,bad,659,24410
52,female,2,own,little,NA,5798,18,car,bad,NA,45996
62,male,3,own,none,none,7477,12,radio/TV,good,NA,30172
54,female,2,rent,little,NA,4117,54,car,good,617,34536
34,male,3,rent,moderate,rich,10075,38,car,bad,584,40363
60,NA,1,own,moderate,little,500,9,radio/TV,good,499,46677
35,female,1,own,none,moderate,4421,15,business,good,650,35834
39,male,1,rent,rich,little,9841,27,radio/TV,bad,635,36054
60,female,3,rent,moderate,little,8170,NA,car,good,677,35017
63,female,3,own,rich,rich,12629,55,business,bad,518,10000
62,male,2,own,moderate,none,NA,NA,business,good,744,36226
36,male,3,free,rich,none,5635,18,business,bad,NA,22720
40,female,3,free,none,rich,8322,34,business,bad,563,25852
NA,male,3,own,little,rich,5419,NA,car,bad,693,22409
46,female,2,own,NA,rich,6681,46,NA,bad,782,14822
26,female,1,rent,moderate,rich,6183,NA,business,bad,497,14207
NA,NA,NA,free,moderate,moderate,4635,10,education,good,605,42026
34,female,1,rent,rich,NA,4895,12,furniture/equipment,good,691,41992
21,female,3,free,little,moderate,5179,24,education,good,725,32369
37,female,3,rent,moderate,moderate,8182,27,furniture/equipment,bad,586,20835
23,male,3,free,moderate,little,7064,44,radio/TV,bad,771,21822
34,male,NA,rent,moderate,none,6481,43,radio/TV,bad,706,32012
39,female,2,free,rich,little,7991,27,furniture/equipment,bad,522,50042
54,male,NA,free,moderate,none,1642,15,business,good,711,37512
30,female,NA,own,moderate,rich,4798,12,NA,good,706,54826
62,female,2,rent,little,none,3254,20,NA,good,770,25194
62,female,2,own,moderate,little,9655,25,furniture/equipment,bad,618,30544
40,female,1,free,little,little,9688,23,education,bad,523,35005
34,female,1,free,NA,little,8187,16,radio/TV,bad,524,39679
32,male,3,own,little,little,6069,32,furniture/equipment,good,670,60488
55,male,3,rent,rich,little,NA,27,furniture/equipment,bad,458,22271
26,male,1,NA,moderate,none,9061,15,furniture/equipment,bad,443,10000
46,male,1,rent,moderate,little,4831,58,business,bad,544,34808
NA,male,NA,rent,moderate,NA,4950,51,education,bad,NA,15164
22,female,1,NA,none,rich,4175,40,furniture/equipment,good,823,38246
51,female,NA,rent,none,moderate,7558,20,NA,good,586,45805
57,male,2,free,none,moderate,7248,26,radio/TV,bad,562,57562
64,female,3,free,moderate,little,4635,44,car,bad,473,35055
29,male,1,free,moderate,little,6506,31,furniture/equipment,bad,800,19013
56,female,1,NA,none,rich,6078,37,furniture/equipment,bad,727,35530
46,NA,2,NA,little,none,9049,22,radio/TV,bad,NA,35915
46,female,2,rent,none,little,7454,47,radio/TV,bad,794,23225
38,female,2,free,none,none,5484,24,furniture/equipment,good,701,25829
22,NA,3,NA,little,NA,7767,49,business,bad,703,61155
51,male,NA,NA,little,moderate,7944,21,business,bad,581,21858
53,female,2,free,NA,little,5898,35,education,good,681,41825
58,female,2,rent,moderate,moderate,11091,42,furniture/equipment,bad,766,23501
65,female,1,free,little,little,4805,57,car,bad,377,40591
53,male,1,free,little,rich,5361,45,furniture/equipment,bad,598,24045
61,male,2,rent,moderate,moderate,7116,51,furniture/equipment,good,839,41642
45,male,3,own,rich,none,7237,NA,car,bad,573,22159
49,female,3,rent,rich,rich,8493,50,furniture/equipment,good,603,67822
59,female,2,rent,rich,none,8441,55,business,bad,425,36910
49,female,3,own,none,moderate,6693,NA,furniture/equipment,bad,672,51946
22,male,3,rent,little,NA,5342,34,car,good,683,35479
33,male,3,rent,moderate,moderate,7608,48,education,bad,559,34412
64,male,3,NA,little,moderate,500,15,education,good,568,38662
27,female,NA,free,NA,none,5269,26,car,good,448,33248
28,male,1,rent,moderate,none,7785,33,radio/TV,good,463,29194
56,male,2,rent,moderate,moderate,5313,51,business,bad,634,19024
24,female,3,own,moderate,rich,NA,27,furniture/equipment,bad,466,23462
54,male,NA,free,little,NA,8564,31,furniture/equipment,good,736,47866
46,male,1,own,rich,little,9763,44,business,bad,631,26905
50,female,3,rent,moderate,NA,2423,44,education,good,NA,53193
44,male,2,own,rich,little,3175,48,education,good,827,47291
28,female,1,own,little,moderate,9820,46,radio/TV,bad,588,46183
26,male,2,rent,little,little,5873,47,business,good,NA,44069
59,female,1,rent,moderate,none,9349,16,furniture/equipment,bad,645,17512
59,male,2,rent,rich,rich,7202,28,education,bad,616,43006
55,male,1,free,none,moderate,NA,18,radio/TV,bad,572,39332
41,male,1,free,moderate,moderate,6210,57,NA,bad,599,15244
NA,male,2,rent,none,rich,6906,55,NA,bad,622,26638
36,female,1,own,moderate,moderate,6179,56,education,bad,552,14674
40,female,3,free,none,moderate,6344,27,education,good,693,29529
NA,male,3,own,moderate,little,999,43,furniture/equipment,good,810,26875
57,female,2,rent,rich,none,7943,17,radio/TV,bad,769,NA
39,female,1,own,NA,NA,7167,48,car,bad,583,36950
61,female,NA,rent,little,rich,6242,47,radio/TV,good,647,45033
37,male,2,rent,rich,rich,9858,54,radio/TV,bad,443,31731
48,female,3,own,rich,none,7701,37,education,good,802,47626
46,male,2,free,rich,none,5593,35,NA,good,659,31492
23,female,2,own,little,moderate,522,44,furniture/equipment,good,692,31482
58,female,2,NA,rich,little,6221,41,business,good,433,31100
37,female,3,rent,rich,little,9583,28,business,bad,554,36112
28,male,3,own,none,little,5923,25,radio/TV,bad,617,47206
29,male,1,rent,rich,moderate,5566,48,business,bad,NA,NA
33,female,NA,rent,moderate,none,7094,19,radio/TV,bad,584,20148
60,female,1,rent,moderate,NA,6476,45,furniture/equipment,good,662,46625
NA,male,3,free,NA,none,4599,15,car,good,753,52511
42,male,NA,free,little,none,7778,36,furniture/equipment,bad,704,33815
NA,male,1,NA,little,moderate,7442,26,furniture/equipment,good,549,58461
38,female,1,NA,moderate,none,5461,21,radio/TV,good,602,39042
29,male,2,free,moderate,none,5682,39,furniture/equipment,bad,545,37700
57,male,2,rent,NA,little,5433,24,car,bad,590,NA
54,male,1,free,moderate,moderate,8674,45,furniture/equipment,bad,511,29528
43,female,NA,rent,moderate,none,9215,25,NA,bad,600,18298
44,male,3,rent,none,rich,2899,35,education,bad,586,42406
NA,female,NA,rent,rich,NA,2693,20,radio/TV,bad,NA,41949
28,female,2,own,little,little,7187,12,radio/TV,bad,516,30741
63,male,1,rent,rich,little,1647,21,car,good,705,50786
51,male,3,own,rich,moderate,4876,18,education,bad,491,16409
58,male,3,rent,rich,little,5561,34,car,bad,568,42635
26,male,3,rent,moderate,rich,5550,58,education,bad,608,39932
35,NA,1,rent,NA,none,6828,52,education,bad,686,39804
47,male,1,own,moderate,none,5457,26,furniture/equipment,bad,631,40379
NA,NA,3,free,rich,NA,4682,NA,business,good,691,49594
27,male,1,own,moderate,none,5472,NA,car,good,690,40791
51,female,2,rent,moderate,NA,5848,36,education,good,685,22472
43,female,3,own,none,NA,8398,15,business,bad,512,28979
51,male,2,rent,none,moderate,7288,35,education,bad,670,32133
32,female,1,rent,NA,moderate,5891,56,radio/TV,bad,659,36170
49,male,3,own,rich,NA,3462,39,radio/TV,bad,647,32628
63,male,2,free,none,moderate,NA,17,radio/TV,good,722,35996
41,female,2,rent,little,little,6835,49,furniture/equipment,good,781,34414
50,male,1,free,rich,none,6628,NA,business,good,755,40556
31,male,2,free,moderate,none,9673,35,business,good,702,46903
65,male,3,free,moderate,none,7681,39,education,bad,630,37480
57,male,3,own,NA,little,7245,41,car,good,485,36563
37,female,2,rent,none,moderate,8476,56,business,bad,575,10000
24,male,1,free,rich,rich,8031,17,business,good,785,56802
31,female,1,free,little,NA,4436,59,furniture/equipment,bad,515,26826
32,female,2,free,rich,little,765,17,education,good,492,12000
28,female,1,rent,none,NA,4588,46,education,good,712,45843
25,female,3,own,NA,NA,2699,30,education,good,567,62004
41,male,1,free,rich,NA,5347,49,business,good,638,65335
59,male,2,free,NA,rich,3052,49,business,good,663,47933
42,female,2,own,moderate,moderate,6747,43,education,bad,630,13127
64,female,1,free,little,moderate,5384,29,education,bad,675,42525
58,female,3,own,little,moderate,8264,20,business,bad,663,NA
NA,male,2,NA,moderate,rich,11127,29,NA,bad,655,30391
21,female,3,own,moderate,little,4131,48,radio/TV,good,NA,28294
27,male,3,own,little,none,3186,50,business,good,709,42753
27,female,1,rent,moderate,rich,8247,48,furniture/equipment,good,724,22024
47,female,2,free,NA,rich,1770,47,business,good,632,38054
60,female,3,NA,none,little,7005,21,radio/TV,good,NA,41382
58,male,3,free,none,moderate,6689,13,business,bad,590,27002
23,female,2,NA,moderate,rich,4491,38,radio/TV,good,590,43304
51,male,NA,own,little,moderate,2077,NA,furniture/equipment,bad,522,26997
31,female,NA,free,little,NA,7939,25,car,good,850,58339
44,male,2,NA,rich,none,9793,21,radio/TV,good,828,48787
31,male,1,rent,moderate,none,4194,48,car,bad,790,36232
52,female,1,free,rich,little,7440,41,furniture/equipment,bad,576,24486
34,male,3,rent,rich,little,3111,21,radio/TV,good,624,39802
21,male,2,own,little,little,7228,35,car,bad,749,15919
47,male,1,free,moderate,NA,8725,16,education,bad,575,45688
43,male,1,rent,moderate,rich,2278,43,radio/TV,bad,554,55105
21,male,3,rent,none,moderate,2103,17,radio/TV,good,652,18846
35,female,2,own,moderate,none,6561,21,furniture/equipment,bad,800,32470
52,female,3,free,rich,none,NA,10,education,good,658,52856
44,male,2,rent,little,none,6888,50,furniture/equipment,good,723,44851
59,male,NA,rent,none,none,6950,45,furniture/equipment,bad,679,46005
58,female,2,free,rich,moderate,4724,12,radio/TV,good,726,52737
61,female,1,own,moderate,rich,4896,15,furniture/equipment,good,597,20620
23,female,NA,own,moderate,little,3368,18,radio/TV,good,795,33442
48,female,1,own,rich,little,7463,NA,education,good,789,46553
30,female,1,own,little,NA,8235,22,business,bad,467,32180
NA,male,NA,rent,moderate,none,13246,49,education,bad,552,35836
41,male,2,own,none,little,3861,24,radio/TV,good,609,53722
NA,male,3,own,little,little,3890,10,business,good,850,44944
25,female,1,own,NA,rich,3528,21,furniture/equipment,bad,569,29122
35,male,3,free,little,moderate,5110,11,car,bad,555,24122
40,male,2,free,NA,none,3866,51,radio/TV,good,726,41293
31,male,3,free,little,none,NA,54,furniture/equipment,good,566,43330
45,female,3,rent,none,none,6496,16,radio/TV,good,599,NA
37,NA,2,rent,none,none,3029,NA,furniture/equipment,good,589,35856
36,NA,1,rent,moderate,none,5391,56,furniture/equipment,bad,541,14249
36,male,1,own,moderate,none,6707,47,education,bad,652,34883
NA,NA,1,own,moderate,NA,2109,14,education,good,629,37776
NA,female,1,rent,moderate,none,7123,10,business,bad,792,30824
55,female,2,free,none,rich,4830,NA,education,bad,575,30175
53,female,3,rent,rich,NA,9393,33,radio/TV,bad,728,65109
55,male,3,own,none,NA,5068,38,radio/TV,good,NA,48145
22,male,1,rent,moderate,NA,1559,18,furniture/equipment,good,700,48338
51,female,2,free,moderate,little,500,33,furniture/equipment,good,696,36882
NA,female,2,own,little,none,6699,45,car,good,575,47662
33,female,3,own,rich,little,7331,46,radio/TV,bad,538,51019
48,female,1,free,rich,moderate,5887,NA,furniture/equipment,good,581,47767
52,female,2,rent,none,none,7140,45,education,good,594,58874
27,female,3,free,rich,moderate,14229,NA,NA,bad,NA,22409
39,female,3,free,moderate,NA,9913,60,business,bad,800,29067
59,female,1,own,NA,little,7199,43,business,good,752,68839
46,NA,3,own,little,none,7318,21,education,bad,NA,31803
51,NA,NA,rent,rich,rich,3434,21,education,good,NA,27680
49,male,2,rent,none,moderate,5369,47,NA,good,794,48614
22,NA,NA,free,little,none,6988,24,furniture/equipment,good,528,26596
57,female,3,free,moderate,little,12567,33,education,bad,612,41691
33,female,NA,own,little,rich,5595,28,furniture/equipment,good,834,56099
58,female,3,free,moderate,moderate,5914,58,car,bad,579,43021
NA,female,1,own,none,little,1074,50,furniture/equipment,good,560,36144
22,female,3,free,none,none,8101,44,furniture/equipment,bad,NA,59758
59,male,1,rent,moderate,rich,2457,30,car,bad,471,40026
56,female,3,free,rich,NA,4767,36,car,bad,769,10000
55,female,1,free,none,little,3433,11,business,good,485,52677
38,female,3,free,NA,rich,9372,47,education,bad,592,38529
23,male,2,free,rich,none,9692,51,car,good,NA,62281
35,female,3,rent,rich,NA,10298,15,business,bad,674,26323
27,male,2,own,none,NA,8559,58,NA,bad,610,NA
63,female,1,own,rich,moderate,6087,NA,radio/TV,bad,568,54116
49,female,1,own,moderate,rich,10299,19,education,good,648,39243
49,female,1,rent,none,moderate,2420,19,radio/TV,bad,690,48408
NA,male,3,free,moderate,little,7375,47,car,good,674,53665
49,male,3,rent,rich,rich,500,20,car,bad,564,51855
50,female,1,NA,rich,NA,4113,19,car,good,554,45071
26,female,1,rent,moderate,none,8640,38,business,bad,495,NA
33,male,2,free,rich,little,4701,24,education,good,NA,48633
33,female,1,free,rich,none,NA,42,radio/TV,good,596,43926
24,male,3,own,none,none,7838,NA,radio/TV,bad,737,29056
64,female,2,own,rich,little,3971,27,radio/TV,good,672,18583
44,male,2,rent,little,little,5783,21,car,good,631,32019
32,male,2,free,moderate,moderate,7975,22,furniture/equipment,good,690,31588
48,female,3,own,NA,none,2237,52,furniture/equipment,good,716,31731
NA,female,3,rent,moderate,little,5256,52,business,good,607,45566
21,male,3,own,none,little,2771,52,business,bad,492,NA
28,female,2,own,NA,NA,4450,29,education,good,744,45175
48,NA,2,own,none,rich,8828,27,NA,bad,628,42810
44,male,1,rent,moderate,moderate,NA,53,education,bad,615,32611
20,NA,1,free,rich,little,5729,26,radio/TV,good,536,45567
25,male,1,free,rich,none,7857,31,business,good,731,19327
21,male,1,own,rich,little,9242,37,NA,bad,743,29447
32,female,3,own,moderate,rich,4820,42,car,good,850,61413
60,female,1,rent,rich,none,8814,20,furniture/equipment,good,558,30895
33,male,3,rent,little,moderate,4007,26,business,good,699,44277
26,male,1,free,rich,moderate,5603,56,car,bad,800,44359
33,female,1,own,moderate,moderate,500,10,radio/TV,good,663,15081
37,male,3,own,rich,rich,7931,56,car,bad,614,23573
64,male,1,rent,little,moderate,3745,54,car,good,501,62827
31,male,2,free,moderate,NA,7023,48,radio/TV,bad,622,16361
45,NA,2,own,rich,rich,5354,NA,business,good,526,30193
27,male,1,free,NA,little,7745,32,business,bad,495,42054
53,female,3,rent,NA,little,NA,37,car,good,681,32876
32,male,3,own,moderate,NA,8625,23,car,bad,569,10000
31,female,1,NA,moderate,little,3513,48,radio/TV,bad,800,43561
30,female,NA,own,none,little,4310,40,furniture/equipment,good,616,NA
49,female,1,rent,little,moderate,6487,31,radio/TV,bad,674,40975
61,female,2,own,little,rich,NA,48,business,good,620,60930
49,male,3,free,little,NA,9049,44,furniture/equipment,bad,601,28964
61,male,3,rent,little,little,3738,30,radio/TV,good,750,41573
20,male,3,rent,rich,little,6748,22,car,good,682,46063
NA,male,3,rent,rich,none,6626,50,car,good,640,12307
27,female,3,free,little,little,4897,9,business,good,350,40951
32,male,NA,free,none,NA,4301,11,car,good,512,46765
NA,female,2,own,moderate,none,NA,18,furniture/equipment,bad,538,30473
33,male,1,free,rich,none,4474,NA,education,good,576,72971
44,NA,1,rent,little,little,3665,53,education,bad,603,50278
51,male,3,rent,none,none,3047,35,education,good,707,64417
57,female,2,free,moderate,moderate,NA,32,car,good,608,34549
40,female,2,own,moderate,little,4143,29,car,good,638,45575
61,male,1,free,rich,little,5919,23,radio/TV,bad,695,NA
25,female,3,own,little,none,8330,60,car,bad,571,NA
60,male,1,free,NA,little,6537,46,NA,good,669,67349
62,male,3,rent,moderate,little,7901,38,car,bad,425,35754
49,male,1,rent,moderate,little,NA,50,furniture/equipment,bad,665,42146
62,NA,1,own,little,moderate,4458,40,radio/TV,good,544,34996
29,female,2,rent,little,little,NA,40,education,bad,712,53693
56,female,3,own,NA,moderate,3202,45,education,bad,673,36436
25,female,1,rent,rich,little,6920,50,furniture/equipment,good,631,47025
27,male,3,free,rich,rich,8404,27,radio/TV,bad,630,22934
50,female,2,rent,moderate,moderate,7112,11,NA,bad,686,17581
57,female,3,free,rich,little,2934,33,education,good,622,50503
39,female,3,own,rich,NA,6304,42,education,bad,623,18732
63,male,1,rent,moderate,NA,3342,NA,car,bad,800,52898
63,male,1,free,little,little,6580,52,radio/TV,good,643,48754
NA,female,1,free,none,NA,7323,15,car,bad,753,35261
44,male,3,own,rich,moderate,6311,17,education,good,784,18880
34,male,1,free,little,little,5082,16,education,good,562,39210
48,male,1,rent,rich,rich,8705,NA,furniture/equipment,bad,794,38164
28,male,2,free,little,NA,8324,53,furniture/equipment,bad,390,29004
56,female,2,rent,little,NA,4588,39,furniture/equipment,good,800,NA
NA,male,NA,free,rich,rich,8143,NA,business,bad,651,25892
62,male,3,free,little,rich,7683,50,furniture/equipment,good,672,29289
NA,NA,1,free,moderate,little,4720,50,education,good,730,46118
61,male,2,free,rich,none,3544,49,furniture/equipment,good,621,36760
44,male,3,rent,moderate,none,5355,8,education,good,715,32563
31,female,2,free,rich,none,4474,42,furniture/equipment,good,705,39689
46,male,1,own,little,none,1766,60,education,bad,701,NA
61,male,2,rent,none,moderate,7283,28,NA,good,NA,16900
56,female,2,rent,moderate,none,2856,9,education,good,733,29385
39,male,1,rent,none,rich,8069,19,education,bad,539,50476
43,female,NA,own,NA,moderate,2940,36,furniture/equipment,bad,464,50303
31,male,3,free,rich,NA,5418,31,education,good,581,62989
59,female,1,own,rich,little,1466,32,radio/TV,good,686,15473
41,male,3,own,little,none,6411,46,education,bad,563,26449
34,male,1,free,none,moderate,8182,28,education,good,684,32651
63,male,2,NA,little,moderate,500,42,business,good,633,58608
33,male,1,own,rich,NA,NA,46,car,bad,579,28927
53,NA,3,free,none,none,4721,NA,furniture/equipment,good,722,47039
60,female,1,own,none,rich,2487,20,NA,good,572,52588
28,male,1,free,little,moderate,7009,11,furniture/equipment,bad,457,NA
59,male,2,rent,little,none,5977,35,business,bad,564,21562
57,male,3,own,NA,rich,6745,51,car,bad,NA,47032
58,female,2,free,moderate,moderate,9755,NA,furniture/equipment,good,682,49412
58,female,2,own,moderate,little,9584,31,car,good,658,26415
58,female,2,NA,little,little,6862,46,radio/TV,good,740,31202
62,male,NA,own,none,little,10878,39,NA,bad,548,10000
20,male,2,free,rich,none,NA,53,radio/TV,good,593,53540
58,male,1,free,rich,moderate,5065,52,business,good,777,18595
